201000;2322625;47983;276000
110000;2342599;47902;225000
131000;2362746;47403;134000
382000;2383065;45888;391000
603000;2403559;47704;626000
823000;2424230;49519;861000
751000;2451997;49522;781000
545000;2471990;49498;677000
115000;2490878;49498;143000
503000;2508698;49474;653000
331000;2527087;47681;490000
290000;2544315;45888;359000
602000;2560675;45888;964000
68000;2576596;45888;117000
